Pin Num,Pin Name,IO Type,IOGroup,PowerDomain,IO_cfg_register,"Function_select
_register","fmux_
default",Description,Note
H13,PWM0_BUCK,1.8V GPIO,G1,VDDIO18_1,"IOBLK_G1_REG_PWM0_BUCK
0x0300_1804","FMUX_GPIO_REG_IOCTRL_PWM0_BUCK
0x0300_10EC",0x3,"IO PWM0_BUCK function select : _x000D_
    0 : PWM[0] _x000D_
    3 : XGPIOB[0] (default)_x000D_
    Others : Reserved",
E15,ADC3,1.8V GPIO,G1,VDDIO18_1,"IOBLK_G1_REG_ADC3
0x0300_1808","FMUX_GPIO_REG_IOCTRL_ADC3
0x0300_10F0",0x3,"IO ADC3 function select : _x000D_
    1 : CAM_MCLK0 _x000D_
    2 : IIC4_SCL _x000D_
    3 : XGPIOB[1] (default)_x000D_
    4 : PWM[12] _x000D_
    5 : EPHY_LNK_LED _x000D_
    6 : WG2_D0 _x000D_
    7 : UART3_TX _x000D_
    Others : Reserved",
E14,ADC2,1.8V GPIO,G1,VDDIO18_1,"IOBLK_G1_REG_ADC2
0x0300_180C","FMUX_GPIO_REG_IOCTRL_ADC2
0x0300_10F4",0x3,"IO ADC2 function select : _x000D_
    1 : CAM_MCLK1 _x000D_
    2 : IIC4_SDA _x000D_
    3 : XGPIOB[2] (default)_x000D_
    4 : PWM[13] _x000D_
    5 : EPHY_SPD_LED _x000D_
    6 : WG2_D1 _x000D_
    7 : UART3_RX _x000D_
    Others : Reserved",
E13,ADC1,1.8V GPIO,G1,VDDIO18_1,"IOBLK_G1_REG_ADC1
0x0300_1810","FMUX_GPIO_REG_IOCTRL_ADC1
0x0300_10F8",0x3,"IO ADC1 function select : _x000D_
    3 : XGPIOB[3] (default)_x000D_
    4 : KEY_COL2 _x000D_
    Others : Reserved",
B13,USB_ID,1.8V GPIO,G1,VDDIO18_1,"IOBLK_G1_REG_USB_ID
0x0300_1814","FMUX_GPIO_REG_IOCTRL_USB_ID
0x0300_10FC",0x0,"IO USB_ID function select : _x000D_
    0 : USB_ID (default)_x000D_
    3 : XGPIOB[4] _x000D_
    Others : Reserved",
C12,USB_VBUS_EN,1.8V GPIO,G1,VDDIO18_1,"IOBLK_G1_REG_USB_VBUS_EN
0x0300_1818","FMUX_GPIO_REG_IOCTRL_USB_VBUS_EN
0x0300_1100",0x0,"IO USB_VBUS_EN function select : _x000D_
    0 : USB_VBUS_EN (default)_x000D_
    3 : XGPIOB[5] _x000D_
    Others : Reserved",
A13,USB_VBUS_DET,1.8V GPIO,G1,VDDIO18_1,"IOBLK_G1_REG_USB_VBUS_DET
0x0300_1820","FMUX_GPIO_REG_IOCTRL_USB_VBUS_DET
0x0300_1108",0x0,"IO USB_VBUS_DET function select : _x000D_
    0 : USB_VBUS_DET (default)_x000D_
    3 : XGPIOB[6] _x000D_
    4 : CAM_MCLK0 _x000D_
    5 : CAM_MCLK1 _x000D_
    Others : Reserved",
D15,PAD_ETH_TXP___EPHY_RXN,"ETH GPIO
(1.8V)",,VDD18A_EPHY,#N/A,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_TXP
0x0300_1124",0x3,"IO PAD_ETH_TXP function select : _x000D_
    1 : UART3_RX _x000D_
    2 : IIC1_SCL _x000D_
    3 : XGPIOB[25] (default)_x000D_
    4 : PWM[13] _x000D_
    5 : CAM_MCLK0 _x000D_
    6 : SPI1_SDO _x000D_
    7 : IIS2_LRCK _x000D_
    Others : Reserved",
D14,PAD_ETH_TXM___EPHY_RXP,"ETH GPIO
(1.8V)",,VDD18A_EPHY,#N/A,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_TXM
0x0300_1128",0x3,"IO PAD_ETH_TXM function select : _x000D_
    1 : UART3_RTS _x000D_
    2 : IIC1_SDA _x000D_
    3 : XGPIOB[24] (default)_x000D_
    4 : PWM[12] _x000D_
    5 : CAM_MCLK1 _x000D_
    6 : SPI1_SDI _x000D_
    7 : IIS2_BCLK _x000D_
    Others : Reserved",
C14,PAD_ETH_RXP___EPHY_TXN,"ETH GPIO
(1.8V)",,VDD18A_EPHY,#N/A,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_RXP
0x0300_112C",0x3,"IO PAD_ETH_RXP function select : _x000D_
    1 : UART3_TX _x000D_
    2 : CAM_MCLK1 _x000D_
    3 : XGPIOB[27] (default)_x000D_
    4 : PWM[15] _x000D_
    5 : CAM_HS0 _x000D_
    6 : SPI1_SCK _x000D_
    7 : IIS2_DO _x000D_
    Others : Reserved",
B15,PAD_ETH_RXM___EPHY_TXP,"ETH GPIO
(1.8V)",,VDD18A_EPHY,#N/A,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_RXM
0x0300_1130",0x3,"IO PAD_ETH_RXM function select : _x000D_
    1 : UART3_CTS _x000D_
    2 : CAM_MCLK0 _x000D_
    3 : XGPIOB[26] (default)_x000D_
    4 : PWM[14] _x000D_
    5 : CAM_VS0 _x000D_
    6 : SPI1_CS_X _x000D_
    7 : IIS2_DI _x000D_
    Others : Reserved",
A12,VIVO_D10,18OD33 IO,G12,VDDIO_VIVO,"IOBLK_G12_REG_VIVO_D10
0x0300_1C00","FMUX_GPIO_REG_IOCTRL_VIVO_D10
0x0300_1134",0x3,"IO VIVO_D10 function select : _x000D_
    0 : PWM[1] _x000D_
    1 : VI1_D[10] _x000D_
    2 : VO_D[23] _x000D_
    3 : XGPIOB[11] (default)_x000D_
    4 : RMII0_IRQ _x000D_
    5 : CAM_MCLK0 _x000D_
    6 : IIC1_SDA _x000D_
    7 : UART2_TX _x000D_
    Others : Reserved",
B12,VIVO_D9,18OD33 IO,G12,VDDIO_VIVO,"IOBLK_G12_REG_VIVO_D9
0x0300_1C04","FMUX_GPIO_REG_IOCTRL_VIVO_D9
0x0300_1138",0x3,"IO VIVO_D9 function select : _x000D_
    0 : PWM[2] _x000D_
    1 : VI1_D[9] _x000D_
    2 : VO_D[22] _x000D_
    3 : XGPIOB[12] (default)_x000D_
    5 : CAM_MCLK1 _x000D_
    6 : IIC1_SCL _x000D_
    7 : UART2_RX _x000D_
    Others : Reserved",
C11,VIVO_D8,18OD33 IO,G12,VDDIO_VIVO,"IOBLK_G12_REG_VIVO_D8
0x0300_1C08","FMUX_GPIO_REG_IOCTRL_VIVO_D8
0x0300_113C",0x3,"IO VIVO_D8 function select : _x000D_
    0 : PWM[3] _x000D_
    1 : VI1_D[8] _x000D_
    2 : VO_D[21] _x000D_
    3 : XGPIOB[13] (default)_x000D_
    4 : RMII0_MDIO _x000D_
    5 : SPI3_SDO _x000D_
    6 : IIC2_SCL _x000D_
    7 : CAM_VS0 _x000D_
    Others : Reserved",
B11,VIVO_D7,18OD33 IO,G12,VDDIO_VIVO,"IOBLK_G12_REG_VIVO_D7
0x0300_1C0C","FMUX_GPIO_REG_IOCTRL_VIVO_D7
0x0300_1140",0x3,"IO VIVO_D7 function select : _x000D_
    0 : VI2_D[7] _x000D_
    1 : VI1_D[7] _x000D_
    2 : VO_D[20] _x000D_
    3 : XGPIOB[14] (default)_x000D_
    4 : RMII0_RXD1 _x000D_
    5 : SPI3_SDI _x000D_
    6 : IIC2_SDA _x000D_
    7 : CAM_HS0 _x000D_
    Others : Reserved",
C10,VIVO_D6,18OD33 IO,G12,VDDIO_VIVO,"IOBLK_G12_REG_VIVO_D6
0x0300_1C10","FMUX_GPIO_REG_IOCTRL_VIVO_D6
0x0300_1144",0x3,"IO VIVO_D6 function select : _x000D_
    0 : VI2_D[6] _x000D_
    1 : VI1_D[6] _x000D_
    2 : VO_D[19] _x000D_
    3 : XGPIOB[15] (default)_x000D_
    4 : RMII0_REFCLKI _x000D_
    5 : SPI3_SCK _x000D_
    6 : UART2_TX _x000D_
    7 : CAM_VS0 _x000D_
    Others : Reserved",
B10,VIVO_D5,18OD33 IO,G12,VDDIO_VIVO,"IOBLK_G12_REG_VIVO_D5
0x0300_1C14","FMUX_GPIO_REG_IOCTRL_VIVO_D5
0x0300_1148",0x3,"IO VIVO_D5 function select : _x000D_
    0 : VI2_D[5] _x000D_
    1 : VI1_D[5] _x000D_
    2 : VO_D[18] _x000D_
    3 : XGPIOB[16] (default)_x000D_
    4 : RMII0_RXD0 _x000D_
    5 : SPI3_CS_X _x000D_
    6 : UART2_RX _x000D_
    7 : CAM_HS0 _x000D_
    Others : Reserved",
D10,VIVO_D4,18OD33 IO,G12,VDDIO_VIVO,"IOBLK_G12_REG_VIVO_D4
0x0300_1C18","FMUX_GPIO_REG_IOCTRL_VIVO_D4
0x0300_114C",0x3,"IO VIVO_D4 function select : _x000D_
    0 : VI2_D[4] _x000D_
    1 : VI1_D[4] _x000D_
    2 : VO_D[17] _x000D_
    3 : XGPIOB[17] (default)_x000D_
    4 : RMII0_MDC _x000D_
    5 : IIC1_SDA _x000D_
    6 : UART2_CTS _x000D_
    7 : CAM_VS0 _x000D_
    Others : Reserved",
A10,VIVO_D3,18OD33 IO,G12,VDDIO_VIVO,"IOBLK_G12_REG_VIVO_D3
0x0300_1C1C","FMUX_GPIO_REG_IOCTRL_VIVO_D3
0x0300_1150",0x3,"IO VIVO_D3 function select : _x000D_
    0 : VI2_D[3] _x000D_
    1 : VI1_D[3] _x000D_
    2 : VO_D[16] _x000D_
    3 : XGPIOB[18] (default)_x000D_
    4 : RMII0_TXD0 _x000D_
    5 : IIC1_SCL _x000D_
    6 : UART2_RTS _x000D_
    7 : CAM_HS0 _x000D_
    Others : Reserved",
A9,VIVO_D2,18OD33 IO,G12,VDDIO_VIVO,"IOBLK_G12_REG_VIVO_D2
0x0300_1C20","FMUX_GPIO_REG_IOCTRL_VIVO_D2
0x0300_1154",0x3,"IO VIVO_D2 function select : _x000D_
    0 : VI2_D[2] _x000D_
    1 : VI1_D[2] _x000D_
    2 : VO_D[15] _x000D_
    3 : XGPIOB[19] (default)_x000D_
    4 : RMII0_TXD1 _x000D_
    5 : CAM_MCLK1 _x000D_
    6 : PWM[2] _x000D_
    7 : UART2_TX _x000D_
    Others : Reserved",
B9,VIVO_D1,18OD33 IO,G12,VDDIO_VIVO,"IOBLK_G12_REG_VIVO_D1
0x0300_1C24","FMUX_GPIO_REG_IOCTRL_VIVO_D1
0x0300_1158",0x3,"IO VIVO_D1 function select : _x000D_
    0 : VI2_D[1] _x000D_
    1 : VI1_D[1] _x000D_
    2 : VO_D[14] _x000D_
    3 : XGPIOB[20] (default)_x000D_
    4 : RMII0_RXDV _x000D_
    5 : IIC3_SDA _x000D_
    6 : PWM[3] _x000D_
    7 : IIC4_SCL _x000D_
    Others : Reserved",
E10,VIVO_D0,18OD33 IO,G12,VDDIO_VIVO,"IOBLK_G12_REG_VIVO_D0
0x0300_1C28","FMUX_GPIO_REG_IOCTRL_VIVO_D0
0x0300_115C",0x3,"IO VIVO_D0 function select : _x000D_
    0 : VI2_D[0] _x000D_
    1 : VI1_D[0] _x000D_
    2 : VO_D[13] _x000D_
    3 : XGPIOB[21] (default)_x000D_
    4 : RMII0_TXCLK _x000D_
    5 : IIC3_SCL _x000D_
    6 : WG1_D0 _x000D_
    7 : IIC4_SDA _x000D_
    Others : Reserved",
C9,VIVO_CLK,18OD33 IO,G12,VDDIO_VIVO,"IOBLK_G12_REG_VIVO_CLK
0x0300_1C2C","FMUX_GPIO_REG_IOCTRL_VIVO_CLK
0x0300_1160",0x3,"IO VIVO_CLK function select : _x000D_
    0 : VI2_CLK _x000D_
    1 : VI1_CLK _x000D_
    2 : VO_CLK1 _x000D_
    3 : XGPIOB[22] (default)_x000D_
    4 : RMII0_TXEN _x000D_
    5 : CAM_MCLK0 _x000D_
    6 : WG1_D1 _x000D_
    7 : UART2_RX _x000D_
    Others : Reserved",
B8,PAD_MIPIRX5N,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPIRX5N
0x0300_1C30","FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX5N
0x0300_1164",0x3,"IO PAD_MIPIRX5N function select : _x000D_
    1 : VI1_D[11] _x000D_
    2 : VO_D[12] _x000D_
    3 : XGPIOC[0] (default)_x000D_
    5 : CAM_MCLK0 _x000D_
    6 : WG0_D0 _x000D_
    7 : DBG[0] _x000D_
    Others : Reserved",
C8,PAD_MIPIRX5P,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPIRX5P
0x0300_1C34","FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX5P
0x0300_1168",0x3,"IO PAD_MIPIRX5P function select : _x000D_
    1 : VI1_D[12] _x000D_
    2 : VO_D[11] _x000D_
    3 : XGPIOC[1] (default)_x000D_
    4 : IIS1_MCLK _x000D_
    5 : CAM_MCLK1 _x000D_
    6 : WG0_D1 _x000D_
    7 : DBG[1] _x000D_
    Others : Reserved",
B7,PAD_MIPIRX4N,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPIRX4N
0x0300_1C38","FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX4N
0x0300_116C",0x0,"IO PAD_MIPIRX4N function select : 
    0 : CR_SCL0 (default)
    1 : VI0_CLK 
    2 : VI1_D[13] 
    3 : XGPIOC[2] 
    4 : IIC1_SDA 
    5 : CAM_MCLK0 
    6 : KEY_ROW0 
    7 : MUX_SPI1_SCK 
    Others : Reserved",
A7,PAD_MIPIRX4P,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPIRX4P
0x0300_1C3C","FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX4P
0x0300_1170",0x0,"IO PAD_MIPIRX4P function select : 
    0 : CR_SDA0 (default)
    1 : VI0_D[0] 
    2 : VI1_D[14] 
    3 : XGPIOC[3] 
    4 : IIC1_SCL 
    5 : CAM_MCLK1 
    6 : KEY_ROW1 
    7 : MUX_SPI1_CS 
    Others : Reserved",
C7,PAD_MIPIRX3N,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPIRX3N
0x0300_1C40","FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX3N
0x0300_1174",0x3,"IO PAD_MIPIRX3N function select : 
    0 : CR_2WTMS 
    1 : VI0_D[1] 
    2 : VI1_D[15] 
    3 : XGPIOC[4] (default)
    4 : CAM_MCLK0 
    7 : MUX_SPI1_MISO 
    Others : Reserved",
A6,PAD_MIPIRX3P,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPIRX3P
0x0300_1C44","FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX3P
0x0300_1178",0x3,"IO PAD_MIPIRX3P function select : 
    0 : CR_2WTCK 
    1 : VI0_D[2] 
    2 : VI1_D[16] 
    3 : XGPIOC[5] (default)
    7 : MUX_SPI1_MOSI 
    Others : Reserved",
B6,PAD_MIPIRX2N,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPIRX2N
0x0300_1C48","FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX2N
0x0300_117C",0x3,"IO PAD_MIPIRX2N function select : _x000D_
    1 : VI0_D[3] _x000D_
    2 : VO_D[10] _x000D_
    3 : XGPIOC[6] (default)_x000D_
    4 : VI1_D[17] _x000D_
    5 : IIC4_SCL _x000D_
    7 : DBG[6] _x000D_
    Others : Reserved",
C6,PAD_MIPIRX2P,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPIRX2P
0x0300_1C4C","FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX2P
0x0300_1180",0x3,"IO PAD_MIPIRX2P function select : _x000D_
    1 : VI0_D[4] _x000D_
    2 : VO_D[9] _x000D_
    3 : XGPIOC[7] (default)_x000D_
    4 : VI1_D[18] _x000D_
    5 : IIC4_SDA _x000D_
    7 : DBG[7] _x000D_
    Others : Reserved",
B5,PAD_MIPIRX1N,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPIRX1N
0x0300_1C50","FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX1N
0x0300_1184",0x3,"IO PAD_MIPIRX1N function select : _x000D_
    1 : VI0_D[5] _x000D_
    2 : VO_D[8] _x000D_
    3 : XGPIOC[8] (default)_x000D_
    6 : KEY_ROW3 _x000D_
    7 : DBG[8] _x000D_
    Others : Reserved",
C5,PAD_MIPIRX1P,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPIRX1P
0x0300_1C54","FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX1P
0x0300_1188",0x3,"IO PAD_MIPIRX1P function select : _x000D_
    1 : VI0_D[6] _x000D_
    2 : VO_D[7] _x000D_
    3 : XGPIOC[9] (default)_x000D_
    4 : IIC1_SDA _x000D_
    6 : KEY_ROW2 _x000D_
    7 : DBG[9] _x000D_
    Others : Reserved",
A4,PAD_MIPIRX0N,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPIRX0N
0x0300_1C58","FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX0N
0x0300_118C",0x3,"IO PAD_MIPIRX0N function select : _x000D_
    1 : VI0_D[7] _x000D_
    2 : VO_D[6] _x000D_
    3 : XGPIOC[10] (default)_x000D_
    4 : IIC1_SCL _x000D_
    5 : CAM_MCLK1 _x000D_
    7 : DBG[10] _x000D_
    Others : Reserved",
B4,PAD_MIPIRX0P,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPIRX0P
0x0300_1C5C","FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX0P
0x0300_1190",0x3,"IO PAD_MIPIRX0P function select : _x000D_
    1 : VI0_D[8] _x000D_
    2 : VO_D[5] _x000D_
    3 : XGPIOC[11] (default)_x000D_
    4 : CAM_MCLK0 _x000D_
    7 : DBG[11] _x000D_
    Others : Reserved",
A2,PAD_MIPI_TXM4,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPI_TXM4
0x0300_1C60","FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM4
0x0300_1194",0x3,"IO PAD_MIPI_TXM4 function select : _x000D_
    0 : VI0_D[15] _x000D_
    1 : SD1_CLK _x000D_
    2 : VO_D[24] _x000D_
    3 : XGPIOC[18] (default)_x000D_
    4 : CAM_MCLK1 _x000D_
    5 : PWM[12] _x000D_
    6 : IIC1_SDA _x000D_
    7 : DBG[18] _x000D_
    Others : Reserved",
B3,PAD_MIPI_TXP4,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPI_TXP4
0x0300_1C64","FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP4
0x0300_1198",0x3,"IO PAD_MIPI_TXP4 function select : _x000D_
    0 : VI0_D[16] _x000D_
    1 : SD1_CMD _x000D_
    2 : VO_D[25] _x000D_
    3 : XGPIOC[19] (default)_x000D_
    4 : CAM_MCLK0 _x000D_
    5 : PWM[13] _x000D_
    6 : IIC1_SCL _x000D_
    7 : DBG[19] _x000D_
    Others : Reserved",
B2,PAD_MIPI_TXM3,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPI_TXM3
0x0300_1C68","FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM3
0x0300_119C",0x3,"IO PAD_MIPI_TXM3 function select : _x000D_
    0 : VI0_D[17] _x000D_
    1 : SD1_D0 _x000D_
    2 : VO_D[26] _x000D_
    3 : XGPIOC[20] (default)_x000D_
    4 : IIC2_SDA _x000D_
    5 : PWM[14] _x000D_
    6 : IIC1_SDA _x000D_
    7 : CAM_VS0 _x000D_
    Others : Reserved",
B1,PAD_MIPI_TXP3,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPI_TXP3
0x0300_1C6C","FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP3
0x0300_11A0",0x3,"IO PAD_MIPI_TXP3 function select : _x000D_
    0 : VI0_D[18] _x000D_
    1 : SD1_D1 _x000D_
    2 : VO_D[27] _x000D_
    3 : XGPIOC[21] (default)_x000D_
    4 : IIC2_SCL _x000D_
    5 : PWM[15] _x000D_
    6 : IIC1_SCL _x000D_
    7 : CAM_HS0 _x000D_
    Others : Reserved",
C2,PAD_MIPI_TXM2,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPI_TXM2
0x0300_1C70","FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM2
0x0300_11A4",0x3,"IO PAD_MIPI_TXM2 function select : 
    0 : CR_SDA0 
    1 : VI0_D[13] 
    2 : VO_D[0] 
    3 : XGPIOC[16] (default)
    4 : IIC1_SDA 
    5 : PWM[8] 
    6 : SPI0_SCK 
    7 : SD1_D2 
    Others : Reserved",
C1,PAD_MIPI_TXP2,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPI_TXP2
0x0300_1C74","FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP2
0x0300_11A8",0x3,"IO PAD_MIPI_TXP2 function select : 
    0 : CR_SCL0 
    1 : VI0_D[14] 
    2 : VO_CLK0 
    3 : XGPIOC[17] (default)
    4 : IIC1_SCL 
    5 : PWM[9] 
    6 : SPI0_CS_X 
    7 : SD1_D3 
    Others : Reserved",
D2,PAD_MIPI_TXM1,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPI_TXM1
0x0300_1C78","FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM1
0x0300_11AC",0x3,"IO PAD_MIPI_TXM1 function select : 
    0 : CR_2WTMS 
    1 : VI0_D[11] 
    2 : VO_D[2] 
    3 : XGPIOC[14] (default)
    4 : IIC2_SDA 
    5 : PWM[10] 
    6 : SPI0_SDO 
    7 : DBG[14] 
    Others : Reserved",
D1,PAD_MIPI_TXP1,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPI_TXP1
0x0300_1C7C","FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP1
0x0300_11B0",0x3,"IO PAD_MIPI_TXP1 function select : 
    0 : CR_2WTCK 
    1 : VI0_D[12] 
    2 : VO_D[1] 
    3 : XGPIOC[15] (default)
    4 : IIC2_SCL 
    5 : PWM[11] 
    6 : SPI0_SDI 
    7 : DBG[15] 
    Others : Reserved",
E2,PAD_MIPI_TXM0,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPI_TXM0
0x0300_1C80","FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM0
0x0300_11B4",0x3,"IO PAD_MIPI_TXM0 function select : _x000D_
    1 : VI0_D[9] _x000D_
    2 : VO_D[4] _x000D_
    3 : XGPIOC[12] (default)_x000D_
    4 : CAM_MCLK1 _x000D_
    5 : PWM[14] _x000D_
    6 : CAM_VS0 _x000D_
    7 : DBG[12] _x000D_
    Others : Reserved",
E1,PAD_MIPI_TXP0,1.8V GPIO,G12,VDD18A_MIPI,"IOBLK_G12_REG_PAD_MIPI_TXP0
0x0300_1C84","FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP0
0x0300_11B8",0x3,"IO PAD_MIPI_TXP0 function select : _x000D_
    1 : VI0_D[10] _x000D_
    2 : VO_D[3] _x000D_
    3 : XGPIOC[13] (default)_x000D_
    4 : CAM_MCLK0 _x000D_
    5 : PWM[15] _x000D_
    6 : CAM_HS0 _x000D_
    7 : DBG[13] _x000D_
    Others : Reserved",
H1,PAD_AUD_AINL_MIC,"AUDIO GPIO 
(1.8V)",,VDD18A_MIPI,#N/A,"FMUX_GPIO_REG_IOCTRL_PAD_AUD_AINL_MIC
0x0300_11BC",0x3,"IO PAD_AUD_AINL_MIC function select : _x000D_
    3 : XGPIOC[23] (default)_x000D_
    4 : IIS1_BCLK _x000D_
    5 : IIS2_BCLK _x000D_
    Others : Reserved",
J1,PAD_AUD_AINR_MIC,"AUDIO GPIO 
(1.8V)",,VDD18A_MIPI,#N/A,"FMUX_GPIO_REG_IOCTRL_PAD_AUD_AINR_MIC
0x0300_11C0",0x3,"IO PAD_AUD_AINR_MIC function select : _x000D_
    3 : XGPIOC[22] (default)_x000D_
    4 : IIS1_DO _x000D_
    5 : IIS2_DI _x000D_
    6 : IIS1_DI _x000D_
    Others : Reserved",
F2,PAD_AUD_AOUTL,"AUDIO GPIO 
(1.8V)",,VDD18A_MIPI,#N/A,"FMUX_GPIO_REG_IOCTRL_PAD_AUD_AOUTL
0x0300_11C4",0x3,"IO PAD_AUD_AOUTL function select : _x000D_
    3 : XGPIOC[25] (default)_x000D_
    4 : IIS1_LRCK _x000D_
    5 : IIS2_LRCK _x000D_
    Others : Reserved",
G2,PAD_AUD_AOUTR,"AUDIO GPIO 
(1.8V)",,VDD18A_MIPI,#N/A,"FMUX_GPIO_REG_IOCTRL_PAD_AUD_AOUTR
0x0300_11C8",0x3,"IO PAD_AUD_AOUTR function select : _x000D_
    3 : XGPIOC[24] (default)_x000D_
    4 : IIS1_DI _x000D_
    5 : IIS2_DO _x000D_
    6 : IIS1_DO _x000D_
    Others : Reserved",
C15,GPIO_RTX___EPHY_RTX,1.8V GPIO,G12,VDDIO18_1,"IOBLK_G12_REG_GPIO_RTX
0x0300_1C8C","FMUX_GPIO_REG_IOCTRL_GPIO_RTX
0x0300_11CC",0x3,"IO GPIO_RTX function select : _x000D_
    3 : XGPIOB[23] (default)_x000D_
    4 : PWM[1] _x000D_
    5 : CAM_MCLK0 _x000D_
    Others : Reserved","CPU SEL
Low----CA53
High----C906"
R10,GPIO_ZQ___PAD_ZQ,1.8V GPIO,GRTC,VDDIO_RTC,"IOBLK_GRTC_REG_GPIO_ZQ
0x0502_70E0","FMUX_GPIO_REG_IOCTRL_GPIO_ZQ
0x0300_11D0",0x3,"IO GPIO_ZQ function select : _x000D_
    3 : PWR_GPIO[24] (default)_x000D_
    4 : PWM[2] _x000D_
    Others : Reserved",
#N/A,PKG_TYPE0,1.8V GPIO,G1,VDDIO18_1,"IOBLK_G1_REG_PKG_TYPE0
0x0300_181C","FMUX_GPIO_REG_IOCTRL_PKG_TYPE0
0x0300_1104",0x0,"IO PKG_TYPE0 function select : _x000D_
    0 : PKG_TYPE0 (default)_x000D_
    Others : Reserved",no pin out
#N/A,PKG_TYPE1,1.8V GPIO,G1,VDDIO18_1,"IOBLK_G1_REG_PKG_TYPE1
0x0300_1824","FMUX_GPIO_REG_IOCTRL_PKG_TYPE1
0x0300_110C",0x0,"IO PKG_TYPE1 function select : _x000D_
    0 : PKG_TYPE1 (default)_x000D_
    Others : Reserved",no pin out
#N/A,PKG_TYPE2,1.8V GPIO,G1,VDDIO18_1,"IOBLK_G1_REG_PKG_TYPE2
0x0300_1828","FMUX_GPIO_REG_IOCTRL_PKG_TYPE2
0x0300_1110",0x0,"IO PKG_TYPE2 function select : _x000D_
    0 : PKG_TYPE2 (default)_x000D_
    Others : Reserved",no pin out
#N/A,MUX_SPI1_MISO,,,,#N/A,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_MISO
0x0300_1114",0x3,"IO MUX_SPI1_MISO function select : _x000D_
    1 : UART3_RTS _x000D_
    2 : IIC1_SDA _x000D_
    3 : XGPIOB[8] (default)_x000D_
    4 : PWM[9] _x000D_
    5 : KEY_COL1 _x000D_
    6 : SPI1_SDI _x000D_
    7 : DBG[14] _x000D_
    Others : Reserved",Result is feed to PAD_MIPIRX3N func7
